review,sentiment,processed_review
" With great sound effects, and impressive special effects, I can't recommend this movie enough.  	1
Call me a nut, but I think this is one of the best movies ever.  	1
Great character actors Telly Savalas and Peter Boyle.  	1
1 hour 54 minutes of sheer tedium, melodrama and horrible acting, a mess of a script, and a sinking feeling of GOOD LORD, WHAT WERE THEY THINKING?  	0
Lots of holes in the script.  	0
It's like a bad two hour TV movie.  	0
Now imagine that every single one of those decisions was made wrong.  	0
The dialogue is atrocious.  	0
The acting is beyond abysmal.  	0
Everything stinks.  	0
Trouble is, the writing and directing make it impossible to establish those things that make a movie watchable, like character, story, theme and so on.  	0
Worse, there's an incredibly weak sub-plot thrown in that follows a little band of latter-day Mansonites as they go after a reporter who's working on a story on the anniversary of the killings.  	0
It's dumb and pointless, and a complete waste of time.  	0
In short, don't bother with this movie.  	0
I won't spoil it, but the ending in pretty amazing.  	1
The best scene in the movie is at the end, but I won't spoil it.  	1
If there was ever an indication of a writer and a director's ability to meld two highly volatile temperaments into a seamless union of creativity, then this is it!  	1
The result is a powerhouse achievement, made more timely now perhaps because of our culture's disturbing fascination with celebrity, and it's distorted interpretations of fame.  	1
A film not easily forgotten.  	1
But, Kevin Spacey is an excellent, verbal tsunami as Buddy Ackerman  and totally believable because he is a great actor.  	1
The scripting of the subtle comedy is unmatched by any movie in recent years.  	1
The characters are interesting, even if a bit predictable.  	1
Highly recommended for all ages, although the younger set will probably not appreciate some of the more subtle references, they will certainly appreciate one galley scene in particular!  	1
Great movie!  	1
Also the story and acting were weak.  	0
At around 4 pm I bought it, at around 8pm I started to watch, at around 8.15pm I fast forwarded the remaining film to see if there was anything left watchable for a human being with a brain... but there wasn't.  	0
Either way, it sucks.  	0
The script is horrendously stupid.  	0
The story starts too fast with absolutely no suspense or build-up in the slightest.  	0
Everything Captain Howdy says is either laughable or just plain stupid.  	0
What the hell kind of crap is that?!  	0
Then, there's the plot holes.  	0
You could drive a semi truck into these holes!  	0
Linda Cardellini is the only thing good in this film.  	1
She's poised and amazing.  	1
Dee Snider just plain sucks.  	0
He can't act (one of the least scary villains I have ever seen), he can't write (did he write this damn movie in his sleep?  	0
I was bored throughout the whole damn thing.  	0
The acting sucks, the music sucks, the script sucks, the pacing sucks, the special FX suck, the directing sucks... basically, this movie sucks.  	0
This film tries to be a serious and sophisticated thriller/horror flick and it fails miserably.  	0
This is probably one of the least effective and utterly unoriginal films I have ever seen in my entire life.  	0
A piece of cinematic garbage captured on celluloid.  	0
Avoid at any and all costs.  	0
At any rate this film stinks, its not funny, and Fulci should have stayed with giallo and supernatural zombie movies.  	0
Avoid this film at all costs.  	0
I don't know what happened in Season Five, what a mess.  	0
The only consistent thread holding the series together were the amazing performances of Leni Parker and Anita LaSelva as the two Taelons in quiet idealogical conflict.  	0
Now this is a movie I really dislike.  	0
It's one of the most boring Horror movies from the 90's mainly because it starts slow and centers in a boring atmosphere.  	0
The puppets look really cheesy , not in a good way like in the Puppet Master 80's flicks.  	0
The story is lame, not interesting and NEVER really explains the sinister origins of the puppets.  	0
There aren't death scenes like in previous movies and the f/x are terrible.  	0
I felt asleep the first time I watched it, so I can recommend it for insomniacs.  	0
The fact is, this film is a wonderful, heartwarming tale about two people chasing their dreams.  	1
The best part about Nurse Betty"" is it's unpredictability.  ",1,great sound effect impressive special effect cant recommend movie enough call nut think one best movie ever great character actor telly savalas peter boyle hour minute sheer tedium melodrama horrible act mess script sink feel good lord think lot hole script like bad two hour tv movie imagine every single one decision make wrong dialogue atrocious act beyond abysmal everything stink trouble write direct make impossible establish thing make movie watchable like character story theme bad there incredibly weak subplot thrown follow little band latterday mansonites go reporter who work story anniversary killing dumb pointless complete waste time short dont bother movie wont spoil end pretty amaze best scene movie end wont spoil ever indication writer director ability meld two highly volatile temperament seamless union creativity result powerhouse achievement make timely perhaps culture disturb fascination celebrity distort interpretation fame film easily forget kevin spacey excellent verbal tsunami buddy ackerman  totally believable great actor script subtle comedy unmatched movie recent year character interest even bit predictable highly recommended age although young set probably appreciate subtle reference certainly appreciate one galley scene particular great movie also story act weak around pm buy around pm start watch around pm fast forward remain film see anything leave watchable human brain wasnt either way suck script horrendously stupid story start fast absolutely suspense buildup slight everything captain howdy say either laughable plain stupid hell kind crap theres plot hole could drive semi truck hole linda cardellini thing good film shes poise amaze dee snider plain suck cant act one least scary villain ever see cant write write damn movie sleep bore throughout whole damn thing act suck music suck script suck pace suck special fx suck direct suck basically movie suck film try serious sophisticated thrillerhorror flick fail miserably probably one least effective utterly unoriginal film ever see entire life piece cinematic garbage capture celluloid avoid cost rate film stink funny fulci stay giallo supernatural zombie movie avoid film cost dont know happen season five mess consistent thread hold series together amazing performance leni parker anita laselva two taelons quiet idealogical conflict movie really dislike one bore horror movie mainly start slow center bore atmosphere puppet look really cheesy good way like puppet master flick story lame interest never really explain sinister origin puppets arent death scene like previous movie fx terrible felt asleep first time watch recommend insomniacs fact film wonderful heartwarming tale two people chase dream best part nurse betty unpredictability
"Director Neil LaBute uses brutal violence to seperate dreams from reality, and along with the touching drama, and hilarious comedy, you can never tell what is going to happen next.  ",1,director neil labute us brutal violence seperate dream reality along touch drama hilarious comedy never tell go happen next
"Otherwise, don't even waste your time on this.  ",0,otherwise dont even waste time
This one just fails to create any real suspense.  ,0,one fail create real suspense
"As for the killer, don't expect anything original or even remotely frightening.  ",0,killer dont expect anything original even remotely frighten
"There is, however, some pretty good acting (at least, for this type of film).  ",1,however pretty good act least type film
I'm so sorry but I really can't recommend it to anyone.  ,0,im sorry really cant recommend anyone
"One of the most boring,pointless movies I have ever seen.  ",0,one boringpointless movie ever see
The secondary plot line is incomprehensible and its relation to the primary plot line is mystifying.  ,0,secondary plot line incomprehensible relation primary plot line mystify
Hated it.  ,0,hat
This is one of the worst Sandra Bullock movie since Speed 2 But not quite that bad.  ,0,one bad sandra bullock movie since speed quite bad
"I don't understand how this garbage got on the shelves of the movie store, it's not even a real movie!  ",0,dont understand garbage get shelf movie store even real movie
I highly doubt that anyone could ever like this trash.  ,0,highly doubt anyone could ever like trash
This is not movie-making.  ,0,moviemaking
"The acting is like watching wooden puppets moving around and reading from a book, that's how bad it is.  ",0,act like watch wooden puppet move around read book thats bad
"So I am here to warn you--DO NOT RENT THIS MOVIE, it is the dumbest thing you have never seen!  ",0,warn youdo rent movie dumb thing never see
I saw this short film on HBO the other day and absolutely loved it.  ,1,saw short film hbo day absolutely love
I didn't realize how wonderful the short really is until the last two scenes.  ,1,didnt realize wonderful short really last two scene
Excellent short film.  ,1,excellent short film
"Hopefully, the director James Cox can turn the short into a feature length film with the same cast, or win us over with a whole new film.  ",1,hopefully director james cox turn short feature length film cast win u whole new film
"I agree with Jessica, this movie is pretty bad.  ",0,agree jessica movie pretty bad
"Characters are one-dimensional, even the good guys and especially the bad guys.  ",0,character onedimensional even good guy especially bad guy
The story line is totally predictable.  ,0,story line totally predictable
"Not much dialogue, not much music, the whole film was shot as elaborately and aesthetically like a sculpture.  ",1,much dialogue much music whole film shot elaborately aesthetically like sculpture
I've seen soap operas more intelligent than this movie.  ,0,ive see soap opera intelligent movie
"Bad characters, bad story and bad acting.  ",0,bad character bad story bad act
Really awful.  ,0,really awful
Not easy to watch.  ,0,easy watch
"Funny, clever, hip - just like Pray's previous film, Hype!  ",1,funny clever hip like prays previous film hype
It was a long time that i didn't see a so charismatic actor on screen.  ,1,long time didnt see charismatic actor screen
Paolo Sorrentino has written a wonderful story about loneliness and Tony has built one of the most unforgettable characters seen in movies in recent years.  ,1,paolo sorrentino write wonderful story loneliness tony build one unforgettable character see movie recent year
The movie is not completely perfect but 'Titta Di Girolamo' will stay with you for a long time after the vision of the movie.  ,1,movie completely perfect titta di girolamo stay long time vision movie
I rate this movie 9/10.  ,1,rate movie
"I do not know if this was Emilio Estevez's directorial debut, but the pacing, the interplay and development of the characters as well as some clever camera work surrounding the character Estevez plays all suggest a natural eye.  ",1,know emilio estevezs directorial debut pace interplay development character well clever camera work surround character estevez play suggest natural eye
The interplay between Martin and Emilio contains the same wonderful chemistry we saw in Wall Street with Martin and Charlie.  ,1,interplay martin emilio contain wonderful chemistry saw wall street martin charlie
"Kathy Bates is wonderful in her characters subtle desperation and escapism; a variation on her character in ""At Play In The Fields Of The Lord"".  ",1,kathy bates wonderful character subtle desperation escapism variation character play field lord
For readers who have already seen one of Miyazaki's films: he is still in top form and made another worthwhile experience.  ,1,reader already see one miyazakis film still top form make another worthwhile experience
"It never condescends, all the characters have good genuine hearts and believable problems.  ",1,never condescend character good genuine heart believable problem
The two main characters may be two of the most believable children I ever saw put on screen.  ,1,two main character may two believable child ever saw put screen
"They are so easy to love, but even more easy to identify with.  ",1,easy love even easy identify
This movie is great--especially if you enjoy visual arts.  ,1,movie greatespecially enjoy visual art
The scenery that the two daughters paint and photograph are beautiful.  ,1,scenery two daughter paint photograph beautiful
The story is also both funny and poignant at times.  ,1,story also funny poignant time
"People who like European films and ""art movies"" will like this movie.  ",1,people like european film art movie like movie
This is truly an art movie--it actually has a lot of art in it.  ,1,truly art movieit actually lot art
Go rent it.  ,1,go rent
"However, after finally watching this film, I realized that not only had I had a closed mind to the brilliance it depicts, I also found myself watching it over and over again.  ",1,however finally watch film realize close mind brilliance depicts also find watch
"It's the one movie that never ceases to interest me, simply because it keeps me alert, as I try to attempt to decipher it's meanings.  ",1,one movie never cease interest simply keep alert try attempt decipher meaning
Brilliance indeed.  ,1,brilliance indeed
"But if you liked movies like The Matrix (and better yet, their sequels) I think you'll appreciate the thought provoking, mindblowing experience this film will give you.  ",1,liked movie like matrix well yet sequels think youll appreciate think provoke mindblowing experience film give
Think of the film being like a dream.  ,1,think film like dream
Simply beautiful.  ,1,simply beautiful
Both Rickman and Stowe play their roles to the hilt in this tale of a childrens' book writer who-- maybe?-- has written a subversive tract.  ,1,rickman stowe play role hilt tale childrens book writer maybe write subversive tract
"It's a gloriously fun, fast paced and fairly accurate portrayal of the night of a raver.  ",1,gloriously fun fast pace fairly accurate portrayal night raver
It presents a idyllic yet serious portrayal of the ups and downs of the characters lives.  ,1,present idyllic yet serious portrayal ups down character life
"Just whatever you do, avoid ""Groove"" as its the antithesis of all that is good about Human Traffic.  ",0,whatever avoid groove antithesis good human traffic
"It's too bad that everyone else involved didn't share Crowe's level of dedication to quality, for if they did, we'd have a far better film on our hands than this sub-par mess.  ",0,bad everyone else involve didnt share crow level dedication quality wed far good film hand subpar mess
The movie seemed a little slow at first.  ,0,movie seem little slow first
But it picked up speed and got right to the point.  ,1,pick speed get right point
"It showed exactly how the government and the scientist argued for humanity and the reasons of the ""gadget"".  ",1,show exactly government scientist argue humanity reason gadget
I enjoyed it.  ,1,enjoy
I have recommended it to friends.  ,1,recommend friend
I was particularly pleased with the acting ability of Dwight Schultz.  ,1,particularly pleased act ability dwight schultz
"Both actors truly understand and become their particular character, delivering a convincing, sincere performance.  ",1,actor truly understand become particular character deliver convince sincere performance
"Their on-screen chemistry, critical to the entire film, is genuine.  ",1,onscreen chemistry critical entire film genuine
"The film's dialogue is natural, real to life.  ",1,film dialogue natural real life
"The writer, Gorman Bechard, undoubtedly did his homework because all references are industry and character-age appropriate.  ",1,writer gorman bechard undoubtedly homework reference industry characterage appropriate
The incredible soundtrack truly captures the essence of the film.  ,1,incredible soundtrack truly capture essence film
"Each track commands sentiment, actually contributing to the scenes and characters.  ",1,track command sentiment actually contribute scene character
Definitely worth seeing it's the sort of thought provoking film that forces you to question your own threshold of loneliness.  ,1,definitely worth see sort think provoking film force question threshold loneliness
"Hayao Miyazaki's latest and eighth film for Studio Ghibili, ""Gake No Ue No Ponyo"" (Ponyo on the Cliff by the Sea) is a wonderfully fun and imaginative look at childhood.  ",1,hayao miyazakis late eighth film studio ghibili gake ue ponyo ponyo cliff sea wonderfully fun imaginative look childhood
"At a time when it seems that film animation has been dominated by Disney/Pixar's CGI masterpieces, it is both refreshing and comforting to know that Miyazaki is still relying on traditional hand-drawn animation to tell his charming and enchanting stories.  ",1,time seem film animation dominate disneypixars cgi masterpiece refresh comfort know miyazaki still rely traditional handdrawn animation tell charm enchant story
Enough can not be said of the remarkable animation in this film.  ,1,enough say remarkable animation film
The art style has the appearance of crayon/pencil drawings and is wonderfully colorful and fanciful.  ,1,art style appearance crayonpencil drawing wonderfully colorful fanciful
"If you act in such a film, you should be glad that you're gonna drift away from earth as far as possible!  ",0,act film glad youre gon na drift away earth far possible
"This one wants to surf on the small wave of space movies in 1998 (Deep Impact and Armageddon), and this one fails everywhere.  ",0,one want surf small wave space movie deep impact armageddon one fails everywhere
If you haven't choked in your own vomit by the end (by all the cheap drama and worthless dialogue) you've must have bored yourself to death with this waste of time.  ,0,havent choke vomit end cheap drama worthless dialogue youve must bore death waste time
"Still, it makes up for all of this with a super ending that depicts a great sea vessel being taken out by the mighty frost.  ",1,still make super end depicts great sea vessel take mighty frost
"Just consider the excellent story, solid acting and look of the film as added bonuses.  ",1,consider excellent story solid act look film add bonus
"Instead, we got a bore fest about a whiny, spoiled brat babysitting.  ",0,instead get bore fest whiny spoil brat babysitting
"Then I watched it again two Sundays ago (March 20th, 2005) and I began to really enjoy it and this time I taped the entire thing.  ",1,watch two sunday ago march th begin really enjoy time tap entire thing
It is a very well acted and done TV Movie.  ,1,well act do tv movie
Judith Light is one of my favorite actresses and I think she does a superb job in this film!  ,1,judith light one favorite actresses think superb job film
I keep watching it over and over.  ,1,keep watching
"It's a sad movie, but very good.  ",1,sad movie good
"If you have not seen this movie, I definitely recommend it!  ",1,see movie definitely recommend
"She is as lovely as usual, this cutie!  ",1,lovely usual cutie
Still it's quite interesting and entertaining to follow.  ,1,still quite interesting entertain follow
;) Recommend with confidence!  ,1,recommend confidence
This movie is well-balanced with comedy and drama and I thoroughly enjoyed myself.  ,1,movie wellbalanced comedy drama thoroughly enjoy
It was a riot to see Hugo Weaving play a sex-obsessed gay real estate salesman who uses his clients' houses for his trysts with the flaming Darren (Tom Hollander).  ,1,riot see hugo weave play sexobsessed gay real estate salesman use client house tryst flame darren tom hollander
":) Anyway, the plot flowed smoothly and the male-bonding scenes were a hoot.  ",1,anyway plot flow smoothly malebonding scene hoot
"The opening sequence of this gem is a classic, and the cat n mouse games that follow are a delight to watch.  ",1,open sequence gem classic cat n mouse game follow delight watch
Fans of the genre will be in heaven.  ,1,fan genre heaven
Lange had become a great actress.  ,1,lange become great actress
It looked like a wonderful story.  ,1,look like wonderful story
I never walked out of a movie faster.  ,0,never walk movie faster
I just got bored watching Jessice Lange take her clothes off!  ,0,get bored watching jessice lange take clothes
"Unfortunately, any virtue in this film's production work was lost on a regrettable script.  ",0,unfortunately virtue film production work lose regrettable script
"In a word, it is embarrassing.  ",0,word embarrassing
Exceptionally bad!  ,0,exceptionally bad
All in all its an insult to one's intelligence and a huge waste of money.  ,0,insult one intelligence huge waste money
